TraesCS1A02G013800	R-TAE-1119349	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119349	S-methylmethionine cycle	none	Triticum aestivum
TraesCS1A02G032100	R-TAE-1119513	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119513	Pinobanksin biosynthesis	none	Triticum aestivum
TraesCS1A02G032100	R-TAE-1119531	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119531	Flavonoid biosynthesis	none	Triticum aestivum
TraesCS1A02G032100	R-TAE-1119630	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119630	Resveratrol biosynthesis	none	Triticum aestivum
TraesCS1A02G032100	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G032100	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G032300	R-TAE-1119513	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119513	Pinobanksin biosynthesis	none	Triticum aestivum
TraesCS1A02G032300	R-TAE-1119531	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119531	Flavonoid biosynthesis	none	Triticum aestivum
TraesCS1A02G032300	R-TAE-1119630	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119630	Resveratrol biosynthesis	none	Triticum aestivum
TraesCS1A02G032300	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G032300	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-2894886	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2894886	Cellular processes	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9640670	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640670	Cell cycle	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9640713	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640713	Mitosis	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9640887	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640887	G1/S transition	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9645850	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9645850	Activation of pre-replication complex	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9675781	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675781	S phase	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9675782	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675782	Maturation	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9675823	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675823	DNA strand Elongation	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9675868	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675868	Synthesis of DNA	none	Triticum aestivum
TraesCS1A02G032700	R-TAE-9675885	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675885	Lagging strand synthesis	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-1119344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119344	Hydroxycinnamic acid serotonin amides biosynthesis	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-1119438	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119438	Secologanin and strictosidine biosynthesis	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-1119486	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119486	IAA biosynthesis I	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-2744341	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744341	Hormone signaling, transport, and metabolism	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G032800	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G036200	R-TAE-1119513	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119513	Pinobanksin biosynthesis	none	Triticum aestivum
TraesCS1A02G036200	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G036200	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G037700	R-TAE-1119261	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119261	Salicylate biosynthesis	none	Triticum aestivum
TraesCS1A02G037700	R-TAE-1119418	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119418	Suberin biosynthesis	none	Triticum aestivum
TraesCS1A02G037700	R-TAE-1119582	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119582	Phenylpropanoid biosynthesis, initial reactions	none	Triticum aestivum
TraesCS1A02G037700	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G037700	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G037800	R-TAE-1119261	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119261	Salicylate biosynthesis	none	Triticum aestivum
TraesCS1A02G037800	R-TAE-1119418	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119418	Suberin biosynthesis	none	Triticum aestivum
TraesCS1A02G037800	R-TAE-1119582	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119582	Phenylpropanoid biosynthesis, initial reactions	none	Triticum aestivum
TraesCS1A02G037800	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G037800	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G040600	R-TAE-1119410	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119410	Ascorbate biosynthesis	none	Triticum aestivum
TraesCS1A02G040600	R-TAE-1119570	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119570	Cytosolic glycolysis	none	Triticum aestivum
TraesCS1A02G040600	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G040600	R-TAE-2867929	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2867929	Cofactor biosyntheses	none	Triticum aestivum
TraesCS1A02G040600	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G044600	R-TAE-1119265	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119265	Tetrahydrofolate biosynthesis I	none	Triticum aestivum
TraesCS1A02G044600	R-TAE-1119523	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119523	Tetrahydrofolate biosynthesis II	none	Triticum aestivum
TraesCS1A02G044600	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G044600	R-TAE-2867929	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2867929	Cofactor biosyntheses	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-1119344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119344	Hydroxycinnamic acid serotonin amides biosynthesis	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-1119438	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119438	Secologanin and strictosidine biosynthesis	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-1119486	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119486	IAA biosynthesis I	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-2744341	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744341	Hormone signaling, transport, and metabolism	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G050200	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G051800	R-TAE-8932729	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-8932729	Responses to stimuli: abiotic stimuli and stresses	none	Triticum aestivum
TraesCS1A02G051800	R-TAE-9618278	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9618278	Response to heavy metals	none	Triticum aestivum
TraesCS1A02G051800	R-TAE-9639136	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9639136	Response to Aluminum stress	none	Triticum aestivum
TraesCS1A02G058700	R-TAE-1119574	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119574	UDP-L-arabinose biosynthesis and transport	none	Triticum aestivum
TraesCS1A02G058700	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G058700	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G064000	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G064000	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G064000	R-TAE-5654909	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5654909	Xylan biosynthesis	none	Triticum aestivum
TraesCS1A02G066400	R-TAE-1119312	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119312	Photorespiration	none	Triticum aestivum
TraesCS1A02G066400	R-TAE-1119351	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119351	Mitochondrial pyruvate metabolism	none	Triticum aestivum
TraesCS1A02G066400	R-TAE-1119533	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119533	TCA cycle (plant)	none	Triticum aestivum
TraesCS1A02G066400	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G066400	R-TAE-2961031	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2961031	Generation of precursor metabolites and energy	none	Triticum aestivum
TraesCS1A02G066800	R-TAE-1119479	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119479	Valine degradation	none	Triticum aestivum
TraesCS1A02G066800	R-TAE-2744343	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744343	Amino acid metabolism	none	Triticum aestivum
TraesCS1A02G066800	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G066800	R-TAE-5655124	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5655124	Amino acid catabolism	none	Triticum aestivum
TraesCS1A02G072000	R-TAE-1119342	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119342	Gamma-glutamyl cycle	none	Triticum aestivum
TraesCS1A02G072000	R-TAE-1119483	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119483	Glutathione biosynthesis	none	Triticum aestivum
TraesCS1A02G072000	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G072000	R-TAE-2867929	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2867929	Cofactor biosyntheses	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-1119263	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119263	Arginine biosynthesis	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-1119539	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119539	Ornithine biosynthesis	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-1119622	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119622	Arginine biosynthesis II (acetyl cycle)	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-2744343	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744343	Amino acid metabolism	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G072200	R-TAE-5655122	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5655122	Amino acid biosynthesis	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-2894886	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2894886	Cellular processes	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9640670	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640670	Cell cycle	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9640713	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640713	Mitosis	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9640887	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640887	G1/S transition	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9645850	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9645850	Activation of pre-replication complex	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9675781	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675781	S phase	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9675782	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675782	Maturation	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9675823	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675823	DNA strand Elongation	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9675868	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675868	Synthesis of DNA	none	Triticum aestivum
TraesCS1A02G085000	R-TAE-9675885	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675885	Lagging strand synthesis	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-2744341	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744341	Hormone signaling, transport, and metabolism	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-5632095	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5632095	Brassinosteroid signaling	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-9030769	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030769	Growth and developmental processes	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-9031669	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9031669	Reproductive structure development	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-9035605	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9035605	Regulation of seed size	none	Triticum aestivum
TraesCS1A02G088000	R-TAE-9623902	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9623902	Seed development	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-2744341	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744341	Hormone signaling, transport, and metabolism	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-5608118	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5608118	Auxin signalling	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9030557	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030557	Lateral root initiation	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9030693	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030693	Lateral root development	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9030769	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030769	Growth and developmental processes	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9031669	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9031669	Reproductive structure development	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9031670	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9031670	Vegetative structure development	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9035605	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9035605	Regulation of seed size	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9608575	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9608575	Reproductive meristem phase change	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9623902	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9623902	Seed development	none	Triticum aestivum
TraesCS1A02G091300	R-TAE-9640032	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640032	Root structure development	none	Triticum aestivum
TraesCS1A02G094900	R-TAE-1119261	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119261	Salicylate biosynthesis	none	Triticum aestivum
TraesCS1A02G094900	R-TAE-1119418	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119418	Suberin biosynthesis	none	Triticum aestivum
TraesCS1A02G094900	R-TAE-1119582	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119582	Phenylpropanoid biosynthesis, initial reactions	none	Triticum aestivum
TraesCS1A02G094900	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G094900	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-1119273	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119273	Lysine biosynthesis I	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-1119283	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119283	Lysine biosynthesis II	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-1119419	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119419	Lysine biosynthesis VI	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-2744343	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744343	Amino acid metabolism	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G102500	R-TAE-5655122	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5655122	Amino acid biosynthesis	none	Triticum aestivum
TraesCS1A02G113400	R-TAE-1119486	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119486	IAA biosynthesis I	none	Triticum aestivum
TraesCS1A02G113400	R-TAE-2744341	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744341	Hormone signaling, transport, and metabolism	none	Triticum aestivum
TraesCS1A02G113400	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G116200	R-TAE-1119314	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119314	Cellulose biosynthesis	none	Triticum aestivum
TraesCS1A02G116200	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G116200	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G118900	R-TAE-8986768	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-8986768	Anther and pollen development	none	Triticum aestivum
TraesCS1A02G118900	R-TAE-9030769	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030769	Growth and developmental processes	none	Triticum aestivum
TraesCS1A02G118900	R-TAE-9031669	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9031669	Reproductive structure development	none	Triticum aestivum
TraesCS1A02G119900	R-TAE-1119348	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119348	Ent-kaurene biosynthesis	none	Triticum aestivum
TraesCS1A02G119900	R-TAE-2744344	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744344	Secondary metabolism	none	Triticum aestivum
TraesCS1A02G119900	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-2894886	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2894886	Cellular processes	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9640670	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640670	Cell cycle	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9640713	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640713	Mitosis	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9640882	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640882	Assembly of pre-replication complex	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9640887	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9640887	G1/S transition	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9645850	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9645850	Activation of pre-replication complex	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9675781	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675781	S phase	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9675824	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675824	DNA replication Initiation	none	Triticum aestivum
TraesCS1A02G129400	R-TAE-9675868	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9675868	Synthesis of DNA	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-1119477	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119477	Starch biosynthesis	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-9030769	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9030769	Growth and developmental processes	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-9031669	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9031669	Reproductive structure development	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-9623902	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9623902	Seed development	none	Triticum aestivum
TraesCS1A02G137200	R-TAE-9626305	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-9626305	Regulatory network of nutrient accumulation	none	Triticum aestivum
TraesCS1A02G146600	R-TAE-1119379	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119379	Flavin biosynthesis	none	Triticum aestivum
TraesCS1A02G146600	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G146600	R-TAE-2867929	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2867929	Cofactor biosyntheses	none	Triticum aestivum
TraesCS1A02G149300	R-TAE-1119314	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119314	Cellulose biosynthesis	none	Triticum aestivum
TraesCS1A02G149300	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G149300	R-TAE-2883407	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2883407	Carbohydrate metabolism	none	Triticum aestivum
TraesCS1A02G151000	R-TAE-1119586	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-1119586	Cyanate degradation	none	Triticum aestivum
TraesCS1A02G151000	R-TAE-2744345	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2744345	Metabolism and regulation	none	Triticum aestivum
TraesCS1A02G151000	R-TAE-5368291	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-5368291	Inorganic nutrients metabolism	none	Triticum aestivum
TraesCS1A02G151400	R-TAE-2894886	https://plantreactome.gramene.org/PathwayBrowser/#/R-TAE-2894886	Cellular processes	none	Triticum aestivum
